"","X.1","X","species_code","scientific_name","common_name.x","common_name.y","group","order","family","CCS.max","habitat_score","habitat_comment","English","bodymass","mass_comments","log_bodymass","predicted_defecation_rate","log_predicted_defecation_rate"
"130",130,248,"sancra","Antigone canadensis","Sandhill Crane","Sandhill Crane","waterbird","Gruiformes","Gruidae",8,3,"",NA,4296.22,"",8.3654908453058,103.301110258141,4.63764812396852
"131",131,265,"sora","Porzana carolina","Sora","Sora","waterbird","Gruiformes","Rallidae",9,3,"","Sora",74.8,"",4.31481788498043,3.67635679953726,1.3019222616813
"132",132,285,"virrai","Rallus limicola","Virginia Rail","Virginia Rail","waterbird","Gruiformes","Rallidae",10,3,"","Virginia Rail",84.1,"",4.4320065669789,4.04882633479201,1.39842704524157
"133",133,310,"y00475","Fulica americana","American Coot","American Coot","waterbird","Gruiformes","Rallidae",10,3,"","American Coot",636.74,"",6.45636140898556,21.4447872709345,3.0654815981684
"134",134,1,"acafly","Empidonax virescens","Acadian Flycatcher","Acadian Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"","Acadian Flycatcher",12.6,"",2.53369681395743,0.848038299053881,-0.164829480231462
"135",135,2,"aldfly","Empidonax alnorum","Alder Flycatcher","Alder Flycatcher","landbird","Passeriformes","Tyrannidae",8,1,"","Alder Flycatcher",12.7,"",2.54160199346455,0.853576959604265,-0.158319571387628
"136",136,6,"amecro","Corvus brachyrhynchos","American Crow","American Crow","landbird","Passeriformes","Corvidae",8,1,"","American Crow",448.76,"",6.10648822367676,16.0765440256801,2.77736131687528
"137",137,7,"amegfi","Spinus tristis","American Goldfinch","American Goldfinch","landbird","Passeriformes","Fringillidae",8,1,"",NA,12.79,"",2.54866361559075,0.858555175240691,-0.152504331355465
"138",138,9,"amepip","Anthus rubescens","American Pipit","American Pipit","landbird","Passeriformes","Motacillidae",9,2,"Tricky one, hang out on shorelines but not as important for habitat as for other species.","American Pipit",20.68,"",3.02916704964023,1.27531072230924,0.243189852691405
"139",139,10,"amered","Setophaga ruticilla","American Redstart","American Redstart","landbird","Passeriformes","Parulidae",9,1,"","American Redstart",8.24,"",2.10900034392138,0.59775956257174,-0.514566675161057
"140",140,11,"amerob","Turdus migratorius","American Robin","American Robin","landbird","Passeriformes","Turdidae",7,1,"","American Robin",78.5,"",4.36309862478836,3.8254702899251,1.34168141133497
"141",141,14,"amtspa","Spizelloides arborea","American Tree Sparrow","American Tree Sparrow","landbird","Passeriformes","Passerellidae",12,1,"",NA,17.83,"",2.88088243187505,1.12871248748522,0.121077591518152
"142",142,17,"babwar","Setophaga castanea","Bay-breasted Warbler","Bay-breasted Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,11.8,"",2.46809953147162,0.803443198751618,-0.218848788585131
"143",143,20,"balori","Icterus galbula","Baltimore Oriole","Baltimore Oriole","landbird","Passeriformes","Icteridae",11,1,"","Baltimore Oriole",32.83,"",3.4913427315135,1.86598888878718,0.623791147845353
"144",144,21,"banswa","Riparia riparia","Bank Swallow","Bank Swallow","landbird","Passeriformes","Hirundinidae",11,2,"""Presently breeds primarily in lowland areas along ocean coasts, rivers, streams, lakes, reservoirs, and wetlands (Cramp 1988, Turner and Rose 1989a, Am. Ornithol. Union American Ornithologists' Union 1998a). ""","Sand Martin",12.68,"",2.54002594900908,0.8524698451529,-0.159617442704741
"145",145,23,"barswa","Hirundo rustica","Barn Swallow","Barn Swallow","landbird","Passeriformes","Hirundinidae",9,2,"","Barn Swallow",17.91,"",2.88535921607262,1.13288131040571,0.124764219635007
"146",146,24,"bawwar","Mniotilta varia","Black-and-white Warbler","Black-and-white Warbler","landbird","Passeriformes","Parulidae",9,1,"","Black-and-white Warbler",10.9,"",2.3887627892351,0.752629254162325,-0.284182530780582
"147",147,28,"belvir","Vireo bellii","Bell's Vireo","Bell's Vireo","landbird","Passeriformes","Vireonidae",10,1,"","Bell's Vireo",8.5,"",2.14006616349627,0.613249140000994,-0.488983998207352
"148",148,29,"bicthr","Catharus bicknelli","Bicknell's Thrush","Bicknell's Thrush","landbird","Passeriformes","Turdidae",17,1,"","Bicknell's Thrush",27.79,"",3.32467624375441,1.62668049437415,0.48654143180066
"149",149,32,"bkbwar","Setophaga fusca","Blackburnian Warbler","Blackburnian Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,9.74,"",2.27624111765444,0.686023061079328,-0.376844035087567
"150",150,34,"bkcchi","Poecile atricapillus","Black-capped Chickadee","Black-capped Chickadee","landbird","Passeriformes","Paridae",7,1,"",NA,10.8,"",2.37954613413017,0.746938490925969,-0.29177243870413
"151",151,35,"bkpwar","Setophaga striata","Blackpoll Warbler","Blackpoll Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,11.84,"",2.47148362945586,0.805685358573765,-0.216061986669225
"152",152,39,"blugrb1","Passerina caerulea","Blue Grosbeak","Blue Grosbeak","landbird","Passeriformes","Cardinalidae",7,1,"","Blue Grosbeak",27.39,"",3.31017798327499,1.60737453799603,0.474602126180808
"153",153,40,"blujay","Cyanocitta cristata","Blue Jay","Blue Jay","landbird","Passeriformes","Corvidae",8,1,"","Blue Jay",88,"",4.47733681447821,4.20282310312945,1.43575646689776
"154",154,41,"bnhcow","Molothrus ater","Brown-headed Cowbird","Brown-headed Cowbird","landbird","Passeriformes","Icteridae",8,1,"","Brown-headed Cowbird",40.26,"",3.69535842021165,2.20736147654786,0.791797900246336
"155",155,42,"bnhnut","Sitta pusilla","Brown-headed Nuthatch","Brown-headed Nuthatch","landbird","Passeriformes","Sittidae",13,1,"","Brown-headed Nuthatch",10.2,"",2.32238772029023,0.712594783904459,-0.338842345645696
"156",156,43,"boboli","Dolichonyx oryzivorus","Bobolink","Bobolink","landbird","Passeriformes","Icteridae",14,1,"","Bobolink",31.46,"",3.44871689763013,1.8016245913263,0.588688808584942
"157",157,44,"bohwax","Bombycilla garrulus","Bohemian Waxwing","Bohemian Waxwing","landbird","Passeriformes","Bombycillidae",11,1,"","Bohemian Waxwing",54.41,"",3.99654796049783,2.82872828039256,1.03982723977177
"158",158,46,"botgra","Quiscalus major","Boat-tailed Grackle","Boat-tailed Grackle","landbird","Passeriformes","Icteridae",13,1,"","Boat-tailed Grackle",151.21,"",5.01866959912458,6.56362847543588,1.88154357129629
"159",159,49,"brebla","Euphagus cyanocephalus","Brewer's Blackbird","Brewer's Blackbird","landbird","Passeriformes","Icteridae",11,1,"","Brewer's Blackbird",62.48,"",4.13484650553143,3.16995051778766,1.15371597823665
"160",160,50,"brncre","Certhia americana","Brown Creeper","Brown Creeper","landbird","Passeriformes","Certhiidae",8,1,"","American Treecreeper",8.1,"",2.09186406167839,0.589383390433892,-0.528678389540683
"161",161,53,"brnthr","Toxostoma rufum","Brown Thrasher","Brown Thrasher","landbird","Passeriformes","Mimidae",11,1,"","Brown Thrasher",68.8,"",4.2312037449393,3.43173541766906,1.23306608590015
"162",162,55,"btbwar","Setophaga caerulescens","Black-throated Blue Warbler","Black-throated Blue Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,10.14,"",2.31648799816304,0.709141098280572,-0.343700761981136
"163",163,56,"btnwar","Setophaga virens","Black-throated Green Warbler","Black-throated Green Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,8.69,"",2.1621729392773,0.624515527100798,-0.470779086473712
"164",164,59,"buggna","Polioptila caerulea","Blue-gray Gnatcatcher","Blue-gray Gnatcatcher","landbird","Passeriformes","Polioptilidae",8,1,"","Blue-grey Gnatcatcher",5.8,"",1.75785791755237,0.447655115090837,-0.803732175426795
"165",165,60,"buhvir","Vireo solitarius","Blue-headed Vireo","Blue-headed Vireo","landbird","Passeriformes","Vireonidae",8,1,"","Blue-headed Vireo",15.3,"",2.72785282839839,0.995070030887489,-0.00494216149880078
"166",166,62,"buwwar","Vermivora cyanoptera","Blue-winged Warbler","Blue-winged Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,8.9,"",2.18605127673809,0.636917404457494,-0.451115295149024
"167",167,65,"camwar","Setophaga tigrina","Cape May Warbler","Cape May Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,10.04,"",2.30657711426358,0.703376923368068,-0.351862366747886
"168",168,68,"canwar","Cardellina canadensis","Canada Warbler","Canada Warbler","landbird","Passeriformes","Parulidae",13,1,"",NA,10.04,"",2.30657711426358,0.703376923368068,-0.351862366747886
"169",169,69,"carchi","Poecile carolinensis","Carolina Chickadee","Carolina Chickadee","landbird","Passeriformes","Paridae",9,1,"",NA,9.99,"",2.30158459266046,0.700491039968557,-0.355973704195435
"170",170,70,"carwre","Thryothorus ludovicianus","Carolina Wren","Carolina Wren","landbird","Passeriformes","Troglodytidae",7,1,"","Carolina Wren",18.96,"",2.94233149682688,1.18729884172231,0.171680846133087
"171",171,73,"cedwax","Bombycilla cedrorum","Cedar Waxwing","Cedar Waxwing","landbird","Passeriformes","Bombycillidae",8,1,"","Cedar Waxwing",31.58,"",3.4525240088275,1.80728182348908,0.59182396153509
"172",172,74,"cerwar","Setophaga cerulea","Cerulean Warbler","Cerulean Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,9.04,"",2.20165917440409,0.645156597898029,-0.438262204215661
"173",173,75,"chispa","Spizella passerina","Chipping Sparrow","Chipping Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","Chipping Sparrow",12.2,"",2.50143595173921,0.825805278289198,-0.191396273822313
"174",174,77,"chswar","Setophaga pensylvanica","Chestnut-sided Warbler","Chestnut-sided Warbler","landbird","Passeriformes","Parulidae",12,1,"",NA,9.29,"",2.22893855282575,0.659813764719598,-0.415797658447703
"175",175,81,"clcspa","Spizella pallida","Clay-colored Sparrow","Clay-colored Sparrow","landbird","Passeriformes","Passerellidae",10,1,"","Clay-coloured Sparrow",11.2,"",2.41591377830105,0.769646690038204,-0.261823713541805
"176",176,82,"cliswa","Petrochelidon pyrrhonota","Cliff Swallow","Cliff Swallow","landbird","Passeriformes","Hirundinidae",5,2,"","Cliff Swallow",21.6,"",3.07269331469012,1.32185188460943,0.279033696279318
"177",177,85,"comgra","Quiscalus quiscula","Common Grackle","Common Grackle","landbird","Passeriformes","Icteridae",10,1,"","Common Grackle",105.18,"",4.6556731681612,4.86767450154358,1.58261630796441
"178",178,89,"comrav","Corvus corax","Common Raven","Common Raven","landbird","Passeriformes","Corvidae",6,1,"","Common Raven",927.97,"",6.83299940467745,29.2430716475922,3.37564267887152
"179",179,90,"comred","Acanthis flammea","Common Redpoll","Common Redpoll","landbird","Passeriformes","Fringillidae",9,1,"",NA,13,"",2.56494935746154,0.870147069450102,-0.139093036275117
"180",180,91,"comyel","Geothlypis trichas","Common Yellowthroat","Common Yellowthroat","landbird","Passeriformes","Parulidae",9,2,"","Common Yellowthroat",9.54,"",2.2554934854602,0.674401469588556,-0.393929693191652
"181",181,93,"daejun","Junco hyemalis","Dark-eyed Junco","Dark-eyed Junco","landbird","Passeriformes","Passerellidae",9,1,"","Dark-eyed Junco",19.5,"",2.9704144655697,1.21507663377797,0.194807147871779
"182",182,94,"dickci","Spiza americana","Dickcissel","Dickcissel","landbird","Passeriformes","Cardinalidae",10,1,"","Dickcissel",26.18,"",3.26499576048175,1.54866706478032,0.437394602748725
"183",183,98,"easblu","Sialia sialis","Eastern Bluebird","Eastern Bluebird","landbird","Passeriformes","Turdidae",7,1,"","Eastern Bluebird",27.5,"",3.31418600467253,1.61268860714008,0.477902728516104
"184",184,99,"easkin","Tyrannus tyrannus","Eastern Kingbird","Eastern Kingbird","landbird","Passeriformes","Tyrannidae",11,2,"","Eastern Kingbird",39.85,"",3.68512240523622,2.18883305519849,0.783368550305053
"185",185,100,"easmea","Sturnella magna","Eastern Meadowlark","Eastern Meadowlark","landbird","Passeriformes","Icteridae",11,1,"","Eastern Meadowlark",91.76,"",4.51917647282112,4.35015462847668,1.47021139124507
"186",186,102,"easpho","Sayornis phoebe","Eastern Phoebe","Eastern Phoebe","landbird","Passeriformes","Tyrannidae",9,1,"","Eastern Phoebe",19.7,"",2.98061863574394,1.22533009578646,0.203210273645395
"187",187,103,"eastow","Pipilo erythrophthalmus","Eastern Towhee","Eastern Towhee","landbird","Passeriformes","Passerellidae",13,1,"","Eastern Towhee",40.03,"",3.68962917300448,2.19697160717777,0.78707986986779
"188",188,105,"eawpew","Contopus virens","Eastern Wood-Pewee","Eastern Wood-Pewee","landbird","Passeriformes","Tyrannidae",9,1,"","Eastern Wood-pewee",13.9,"",2.63188884013665,0.919460285603973,-0.0839684271658303
"189",189,107,"eursta","Sturnus vulgaris","European Starling","European Starling","landbird","Passeriformes","Sturnidae",9,1,"","Common Starling",77.14,"",4.34562195278008,3.77080831734873,1.32728938626266
"190",190,108,"evegro","Coccothraustes vespertinus","Evening Grosbeak","Evening Grosbeak","landbird","Passeriformes","Fringillidae",14,1,"","Evening Grosbeak",57.3,"",4.04830062372069,2.95188962316237,1.08244551551153
"191",191,109,"fiespa","Spizella pusilla","Field Sparrow","Field Sparrow","landbird","Passeriformes","Passerellidae",13,1,"","Field Sparrow",12.5,"",2.52572864430826,0.842491874421535,-0.171391261405649
"192",192,110,"fiscro","Corvus ossifragus","Fish Crow","Fish Crow","landbird","Passeriformes","Corvidae",11,1,"","Fish Crow",284.6,"",5.65108468565575,11.0489663061387,2.4023368766322
"193",193,112,"foxspa","Passerella iliaca","Fox Sparrow","Fox Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","Fox Sparrow",33.25,"",3.50405476710186,1.88562531640882,0.634259498731673
"194",194,120,"gockin","Regulus satrapa","Golden-crowned Kinglet","Golden-crowned Kinglet","landbird","Passeriformes","Regulidae",10,1,"","Golden-crowned Kinglet",6.19,"",1.8229350866965,0.472299868746161,-0.750141179983637
"195",195,122,"gowwar","Vermivora chrysoptera","Golden-winged Warbler","Golden-winged Warbler","landbird","Passeriformes","Parulidae",15,1,"","Golden-winged Warbler",8.74,"",2.16791018966744,0.627473107492301,-0.466054465480542
"196",196,123,"graspa","Ammodramus savannarum","Grasshopper Sparrow","Grasshopper Sparrow","landbird","Passeriformes","Passerellidae",12,1,"","Grasshopper Sparrow",17.61,"",2.86846692250811,1.11723114198543,0.1108534297321
"197",197,125,"grcfly","Myiarchus crinitus","Great Crested Flycatcher","Great Crested Flycatcher","landbird","Passeriformes","Tyrannidae",8,1,"","Great Crested Flycatcher",32.1,"",3.46885603013597,1.83175288251093,0.605273367694438
"198",198,132,"grycat","Dumetella carolinensis","Gray Catbird","Gray Catbird","landbird","Passeriformes","Mimidae",8,1,"","Grey Catbird",35.3,"",3.56388296393925,1.98085381168832,0.683527969783075
"199",199,133,"gryjay","Perisoreus canadensis","Canada Jay","Canada Jay","landbird","Passeriformes","Corvidae",9,1,"","Grey Jay",71.58,"",4.27081570533788,3.54552591434759,1.26568650281646
"200",200,135,"gycthr","Catharus minimus","Gray-cheeked Thrush","Gray-cheeked Thrush","landbird","Passeriformes","Turdidae",9,1,"","Grey-cheeked Thrush",31.58,"",3.4525240088275,1.80728182348908,0.59182396153509
"201",201,137,"henspa","Centronyx henslowii","Henslow's Sparrow","Henslow's Sparrow","landbird","Passeriformes","Passerellidae",15,1,"",NA,12.8,"",2.54944517092557,0.859107927949012,-0.151860721177921
"202",202,139,"herthr","Catharus guttatus","Hermit Thrush","Hermit Thrush","landbird","Passeriformes","Turdidae",9,1,"","Hermit Thrush",30.1,"",3.40452517175483,1.73723880405139,0.552296958552815
"203",203,140,"hoared","Acanthis hornemanni","Hoary Redpoll","Hoary Redpoll","landbird","Passeriformes","Fringillidae",9,1,"",NA,15.2,"",2.72129542785223,0.989711120931796,-0.0103421754731312
"204",204,142,"hoowar","Setophaga citrina","Hooded Warbler","Hooded Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,10.54,"",2.35517754311322,0.73209868873621,-0.311839953430433
"205",205,144,"horlar","Eremophila alpestris","Horned Lark","Horned Lark","landbird","Passeriformes","Alaudidae",9,1,"","Horned Lark",33.33,"",3.50645789231965,1.88936061024788,0.636238470378556
"206",206,145,"houfin","Haemorhous mexicanus","House Finch","House Finch","landbird","Passeriformes","Fringillidae",6,1,"",NA,21.4,"",3.06339092202781,1.31176450798651,0.271373183547543
"207",207,146,"houspa","Passer domesticus","House Sparrow","House Sparrow","landbird","Passeriformes","Passeridae",9,1,"","House Sparrow",26.51,"",3.27752202030093,1.56472480869596,0.447709967441414
"208",208,147,"houwre","Troglodytes aedon","House Wren","House Wren","landbird","Passeriformes","Troglodytidae",5,1,"","House Wren",10.85,"",2.38416507998647,0.749785029719481,-0.287968740577854
"209",209,149,"indbun","Passerina cyanea","Indigo Bunting","Indigo Bunting","landbird","Passeriformes","Cardinalidae",10,1,"","Indigo Bunting",14.69,"",2.68716699018579,0.96228278528553,-0.0384469159146485
"210",210,150,"kenwar","Geothlypis formosa","Kentucky Warbler","Kentucky Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,14,"",2.63905732961526,0.924904137517364,-0.078065181956565
"211",211,153,"laplon","Calcarius lapponicus","Lapland Longspur","Lapland Longspur","landbird","Passeriformes","Calcariidae",10,1,"","Lapland Longspur",27.84,"",3.32647383546622,1.62909027757939,0.488021747101757
"212",212,157,"leafly","Empidonax minimus","Least Flycatcher","Least Flycatcher","landbird","Passeriformes","Tyrannidae",11,1,"","Least Flycatcher",10,"",2.30258509299405,0.701068420207434,-0.355149792990889
"213",213,164,"linspa","Melospiza lincolnii","Lincoln's Sparrow","Lincoln's Sparrow","landbird","Passeriformes","Passerellidae",7,1,"","Lincoln's Sparrow",16.6,"",2.8094026953625,1.06419014972044,0.0622140870956076
"214",214,168,"logshr","Lanius ludovicianus","Loggerhead Shrike","Loggerhead Shrike","landbird","Passeriformes","Laniidae",11,1,"","Loggerhead Shrike",51.59,"",3.94332785525656,2.70743184452654,0.996000526732782
"215",215,170,"louwat","Parkesia motacilla","Louisiana Waterthrush","Louisiana Waterthrush","landbird","Passeriformes","Parulidae",11,2,"",NA,19.9,"",2.99071973173045,1.23556520086336,0.211528517909903
"216",216,171,"magwar","Setophaga magnolia","Magnolia Warbler","Magnolia Warbler","landbird","Passeriformes","Parulidae",9,1,"",NA,8.14,"",2.09679018001445,0.591779171306814,-0.524621735129128
"217",217,174,"marwre","Cistothorus palustris","Marsh Wren","Marsh Wren","landbird","Passeriformes","Troglodytidae",7,2,"","Marsh Wren",10.8,"",2.37954613413017,0.746938490925969,-0.29177243870413
"218",218,179,"mouwar","Geothlypis philadelphia","Mourning Warbler","Mourning Warbler","landbird","Passeriformes","Parulidae",12,1,"",NA,11.74,"",2.46300181439995,0.800077441267508,-0.223046754414795
"219",219,181,"naswar","Leiothlypis ruficapilla","Nashville Warbler","Nashville Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,8.09,"",2.0906287310704,0.588784119267649,-0.529695683283702
"220",220,184,"norcar","Cardinalis cardinalis","Northern Cardinal","Northern Cardinal","landbird","Passeriformes","Cardinalidae",6,1,"","Northern Cardinal",42.64,"",3.75279277985759,2.31427172481778,0.839095048332932
"221",221,187,"normoc","Mimus polyglottos","Northern Mockingbird","Northern Mockingbird","landbird","Passeriformes","Mimidae",9,1,"","Northern Mockingbird",48.5,"",3.88156379794344,2.57316813268969,0.945137876166537
"222",222,188,"norpar","Setophaga americana","Northern Parula","Northern Parula","landbird","Passeriformes","Parulidae",9,1,"",NA,7.84,"",2.05923883436232,0.573759340792849,-0.555545237490929
"223",223,191,"norshr4","Lanius borealis","Northern Shrike","Northern Shrike","landbird","Passeriformes","Laniidae",13,1,"",NA,67.5,"AAB",4.21212759787848,3.37824685990858,1.21735689443325
"224",224,192,"norwat","Parkesia noveboracensis","Northern Waterthrush","Northern Waterthrush","landbird","Passeriformes","Parulidae",8,2,"",NA,16.3,"",2.79116510781272,1.04832688318287,0.0471954486986323
"225",225,193,"nrwswa","Stelgidopteryx serripennis","Northern Rough-winged Swallow","Northern Rough-winged Swallow","landbird","Passeriformes","Hirundinidae",9,2,"","Northern Rough-winged Swallow",15.69,"",2.75302356674494,1.01591117677029,0.0157859208958619
"226",226,195,"olsfly","Contopus cooperi","Olive-sided Flycatcher","Olive-sided Flycatcher","landbird","Passeriformes","Tyrannidae",13,1,"","Olive-sided Flycatcher",32.1,"",3.46885603013597,1.83175288251093,0.605273367694438
"227",227,196,"orcori","Icterus spurius","Orchard Oriole","Orchard Oriole","landbird","Passeriformes","Icteridae",10,1,"","Orchard Oriole",19.44,"",2.96733279903229,1.2119969825568,0.192269398004421
"228",228,197,"orcwar","Leiothlypis celata","Orange-crowned Warbler","Orange-crowned Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,9.19,"",2.2181159363676,0.653959357318365,-0.424710074229147
"229",229,199,"ovenbi1","Seiurus aurocapilla","Ovenbird","Ovenbird","landbird","Passeriformes","Parulidae",9,1,"","Ovenbird",18.8,"",2.9338568698359,1.17904170927504,0.1647019977531
"230",230,201,"palwar","Setophaga palmarum","Palm Warbler","Palm Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,10.3,"",2.33214389523559,0.718342974535144,-0.330808143575817
"231",231,204,"phivir","Vireo philadelphicus","Philadelphia Vireo","Philadelphia Vireo","landbird","Passeriformes","Vireonidae",9,1,"","Philadelphia Vireo",11.5,"",2.4423470353692,0.78658385203042,-0.240055948014852
"232",232,207,"pingro","Pinicola enucleator","Pine Grosbeak","Pine Grosbeak","landbird","Passeriformes","Fringillidae",12,1,"","Pine Grosbeak",56.4,"",4.03246915850401,2.91365502936889,1.06940831688344
"233",233,208,"pinsis","Spinus pinus","Pine Siskin","Pine Siskin","landbird","Passeriformes","Fringillidae",10,1,"",NA,12.7,"",2.54160199346455,0.853576959604265,-0.158319571387628
"234",234,209,"pinwar","Setophaga pinus","Pine Warbler","Pine Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,11.79,"",2.46725171454928,0.802882449332409,-0.21954696512568
"235",235,211,"prawar","Setophaga discolor","Prairie Warbler","Prairie Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,7.64,"",2.03339760317843,0.561678604836716,-0.576825470187502
"236",236,212,"prowar","Protonotaria citrea","Prothonotary Warbler","Prothonotary Warbler","landbird","Passeriformes","Parulidae",14,1,"","Prothonotary Warbler",14.3,"",2.66025953726586,0.941194767688085,-0.0606051813368116
"237",237,213,"purfin","Haemorhous purpureus","Purple Finch","Purple Finch","landbird","Passeriformes","Fringillidae",8,1,"",NA,23.3,"",3.14845336057165,1.40694689213576,0.341422031958436
"238",238,215,"purmar","Progne subis","Purple Martin","Purple Martin","landbird","Passeriformes","Hirundinidae",9,2,"","Purple Martin",53.79,"",3.98508757628515,2.80215740635771,1.03038962276728
"239",239,218,"rebnut","Sitta canadensis","Red-breasted Nuthatch","Red-breasted Nuthatch","landbird","Passeriformes","Sittidae",7,1,"","Red-breasted Nuthatch",9.8,"",2.28238238567653,0.689501293395025,-0.371786705905689
"240",240,220,"redcro","Loxia curvirostra","Red Crossbill","Red Crossbill","landbird","Passeriformes","Fringillidae",9,1,"","Red Crossbill",38.29,"",3.6451887654892,2.11802326324384,0.750483230708998
"241",241,224,"reevir1","Vireo olivaceus","Red-eyed Vireo","Red-eyed Vireo","landbird","Passeriformes","Vireonidae",5,1,"","Red-eyed Vireo",16.06,"",2.77633170851862,1.03559915872486,0.0349801565396248
"242",242,230,"rewbla","Agelaius phoeniceus","Red-winged Blackbird","Red-winged Blackbird","landbird","Passeriformes","Icteridae",8,2,"","Red-winged Blackbird",50.78,"",3.92750257627653,2.67237722429099,0.982968422465509
"243",243,234,"robgro","Pheucticus ludovicianus","Rose-breasted Grosbeak","Rose-breasted Grosbeak","landbird","Passeriformes","Cardinalidae",10,1,"","Rose-breasted Grosbeak",42,"",3.73766961828337,2.2856287192915,0.826641137173779
"244",244,242,"ruckin","Corthylio calendula","Ruby-crowned Kinglet","Ruby-crowned Kinglet","landbird","Passeriformes","Regulidae",7,1,"",NA,6.19,"",1.8229350866965,0.472299868746161,-0.750141179983637
"245",245,246,"rusbla","Euphagus carolinus","Rusty Blackbird","Rusty Blackbird","landbird","Passeriformes","Icteridae",12,1,"","Rusty Blackbird",59.57,"",4.0871520916406,3.04785988565676,1.11443966749506
"246",246,251,"savspa","Passerculus sandwichensis","Savannah Sparrow","Savannah Sparrow","landbird","Passeriformes","Passerellidae",10,1,"","Savannah Sparrow",19.97,"",2.99423114742772,1.23914319109223,0.214420165858127
"247",247,252,"scatan","Piranga olivacea","Scarlet Tanager","Scarlet Tanager","landbird","Passeriformes","Cardinalidae",12,1,"","Scarlet Tanager",28.2,"",3.33932197794407,1.64641826823033,0.498602181899996
"248",248,253,"sedwre1","Cistothorus stellaris","Sedge Wren","Sedge Wren","landbird","Passeriformes","Troglodytidae",9,1,"",NA,9.04,"",2.20165917440409,0.645156597898029,-0.438262204215661
"249",249,258,"snobun","Plectrophenax nivalis","Snow Bunting","Snow Bunting","landbird","Passeriformes","Calcariidae",11,1,"","Snow Bunting",42.2,"",3.74242022104197,2.29458788057038,0.830553254651175
"250",250,264,"sonspa","Melospiza melodia","Song Sparrow","Song Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","Song Sparrow",21.91,"",3.08694315360738,1.33745482958705,0.290768426946367
"251",251,269,"sumtan","Piranga rubra","Summer Tanager","Summer Tanager","landbird","Passeriformes","Cardinalidae",8,1,"","Summer Tanager",29.13,"",3.37176857097134,1.69100313637401,0.52532192465985
"252",252,271,"swaspa","Melospiza georgiana","Swamp Sparrow","Swamp Sparrow","landbird","Passeriformes","Passerellidae",7,2,"","Swamp Sparrow",16.1,"",2.77881927199042,1.03772276467969,0.0370286630194721
"253",253,272,"swathr","Catharus ustulatus","Swainson's Thrush","Swainson's Thrush","landbird","Passeriformes","Turdidae",9,1,"","Swainson's Thrush",30.3,"",3.41114771251532,1.74673899025168,0.557750615440251
"254",254,273,"swawar","Limnothlypis swainsonii","Swainson's Warbler","Swainson's Warbler","landbird","Passeriformes","Parulidae",13,1,"","Swainson's Warbler",18.9,"",2.9391619220656,1.18420386381394,0.169070703915434
"255",255,275,"tenwar","Leiothlypis peregrina","Tennessee Warbler","Tennessee Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,8.9,"",2.18605127673809,0.636917404457494,-0.451115295149024
"256",256,276,"treswa","Tachycineta bicolor","Tree Swallow","Tree Swallow","landbird","Passeriformes","Hirundinidae",10,2,"","Tree Swallow",21.2,"",3.05400118167797,1.30166047783322,0.263640740066693
"257",257,279,"tuftit","Baeolophus bicolor","Tufted Titmouse","Tufted Titmouse","landbird","Passeriformes","Paridae",7,1,"","Tufted Titmouse",21.6,"",3.07269331469012,1.32185188460943,0.279033696279318
"258",258,283,"veery","Catharus fuscescens","Veery","Veery","landbird","Passeriformes","Turdidae",11,1,"","Veery",31.9,"",3.4626060097908,1.82234927848972,0.600126481063646
"259",259,284,"vesspa","Pooecetes gramineus","Vesper Sparrow","Vesper Sparrow","landbird","Passeriformes","Passerellidae",11,1,"","Vesper Sparrow",25.68,"",3.24571247882176,1.52426882506622,0.421514836109198
"260",260,287,"warvir","Vireo gilvus","Warbling Vireo","Warbling Vireo","landbird","Passeriformes","Vireonidae",8,1,"","Warbling Vireo",12.67,"",2.53923699433305,0.851916172367224,-0.160267146233708
"261",261,291,"whbnut","Sitta carolinensis","White-breasted Nuthatch","White-breasted Nuthatch","landbird","Passeriformes","Sittidae",6,1,"","White-breasted Nuthatch",21,"",3.04452243772342,1.29153960915151,0.25583500219033
"262",262,292,"whcspa","Zonotrichia leucophrys","White-crowned Sparrow","White-crowned Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","White-crowned Sparrow",28,"",3.3322045101752,1.63679645929715,0.492740953026883
