"","X","species_code","scientific_name","common_name.x","group","order","family","CCS.max","habitat_score","habitat_comment","bodymass","predicted_defecation_rate","est_axial_length","wingloading_quantile","axiallength_quantile","CCS_quantile","vis_acuity_risk","exposure","exposure_scaled","VI"
"130",130,"normoc","Mimus polyglottos","Northern Mockingbird","landbird","Passeriformes","Mimidae",9,1,"",48.5,2.57316813268969,19.6313423876845,2,5,2,1,869.852983388996,1.10199842819149,14.1884893902926
"131",131,"norpar","Setophaga americana","Northern Parula","landbird","Passeriformes","Parulidae",9,1,"",7.84,0.573759340792849,6.79592245250219,1,2,2,4,4521.77140720555,1.53022014637379,28.4649766467051
"132",132,"norwat","Parkesia noveboracensis","Northern Waterthrush","landbird","Passeriformes","Parulidae",8,2,"",16.3,1.04832688318287,7.00772127577127,2,2,1,4,3950.08659593053,1.46318473546582,41.5582168255899
"133",133,"orcori","Icterus spurius","Orchard Oriole","landbird","Passeriformes","Icteridae",10,1,"",19.44,1.2119969825568,11.9073731942067,2,4,3,2,1526.39391099653,1.17898401534031,21.7898401534031
"134",134,"ovenbi1","Seiurus aurocapilla","Ovenbird","landbird","Passeriformes","Parulidae",9,1,"",18.8,1.17904170927504,6.39412916294161,2,1,2,5,9136.1120707346,2.07129490706075,48.3728947862068
"135",135,"pingro","Pinicola enucleator","Pine Grosbeak","landbird","Passeriformes","Fringillidae",12,1,"",56.4,2.91365502936889,6.40738023382252,3,1,4,5,41.9137829076629,1.00491478451851,48.1179548284443
"136",136,"purfin","Haemorhous purpureus","Purple Finch","landbird","Passeriformes","Fringillidae",8,1,"",23.3,1.40694689213576,16.2978880775988,2,5,2,1,5569.38246442703,1.65306237745553,15.9183742647332
"137",137,"purmar","Progne subis","Purple Martin","landbird","Passeriformes","Hirundinidae",9,2,"",53.79,2.80215740635771,6.41924051051764,2,1,2,5,2289.18833104482,1.26842882195008,51.4777539457138
"138",138,"redcro","Loxia curvirostra","Red Crossbill","landbird","Passeriformes","Fringillidae",9,1,"",38.29,2.11802326324384,7.28003560656026,3,2,2,4,1043.72734181098,1.12238682899084,33.4275925566057
"139",139,"reevir1","Vireo olivaceus","Red-eyed Vireo","landbird","Passeriformes","Vireonidae",5,1,"",16.06,1.03559915872486,5.72108935334208,2,1,1,5,3637.93386020322,1.42658189681622,21.232591597142
"140",140,"rewbla","Agelaius phoeniceus","Red-winged Blackbird","landbird","Passeriformes","Icteridae",8,2,"",50.78,2.67237722429099,10.3239917616341,3,3,2,3,3324.48853144491,1.38982748949931,40.6779298739917
"141",141,"robgro","Pheucticus ludovicianus","Rose-breasted Grosbeak","landbird","Passeriformes","Cardinalidae",10,1,"",42,2.2856287192915,7.00274665744455,2,2,3,4,4042.23660241596,1.47399018879971,37.1098528319956
"142",142,"ruckin","Corthylio calendula","Ruby-crowned Kinglet","landbird","Passeriformes","Regulidae",7,1,"",6.19,0.472299868746161,6.28522349927295,1,1,1,5,1682.07465594288,1.19723904416408,23.0710099637228
"143",143,"snobun","Plectrophenax nivalis","Snow Bunting","landbird","Passeriformes","Calcariidae",11,1,"",42.2,2.29458788057038,8.21672704055669,2,2,4,4,569.865088920192,1.06682203137892,34.1025635177521
"144",144,"sonspa","Melospiza melodia","Song Sparrow","landbird","Passeriformes","Passerellidae",9,1,"",21.91,1.33745482958705,6.40473619668614,3,1,2,5,4752.74972778524,1.55730452280904,46.0314814105628
"145",145,"swaspa","Melospiza georgiana","Swamp Sparrow","landbird","Passeriformes","Passerellidae",7,2,"",16.1,1.03772276467969,7.01096146501241,2,2,1,4,6152.0857548641,1.72138980848305,39.074592989072
"146",146,"swathr","Catharus ustulatus","Swainson's Thrush","landbird","Passeriformes","Turdidae",9,1,"",30.3,1.74673899025168,6.15598275591654,2,1,2,5,2892.83871907704,1.33921249681498,36.842596824836
"147",147,"treswa","Tachycineta bicolor","Tree Swallow","landbird","Passeriformes","Hirundinidae",10,2,"",21.2,1.30166047783322,5.76782385169778,1,1,3,5,30316.6201573367,4.5549083157469,98.3236247362035
"148",148,"tuftit","Baeolophus bicolor","Tufted Titmouse","landbird","Passeriformes","Paridae",7,1,"",21.6,1.32185188460943,7.86580394042439,2,2,1,4,2857.28681177531,1.33504370193443,24.5179588703115
"149",149,"veery","Catharus fuscescens","Veery","landbird","Passeriformes","Turdidae",11,1,"",31.9,1.82234927848972,5.97722755243906,2,1,4,5,14763.6642086258,2.73117822480741,71.8251808275427
"150",150,"vesspa","Pooecetes gramineus","Vesper Sparrow","landbird","Passeriformes","Passerellidae",11,1,"",25.68,1.52426882506622,6.1411420375907,3,1,4,5,207.698354727053,1.02435458189449,44.5358008016789
"151",151,"whtspa","Zonotrichia albicollis","White-throated Sparrow","landbird","Passeriformes","Passerellidae",9,1,"",24.4,1.46142189308487,6.29079618210358,3,1,2,5,6452.00591522924,1.7565582628361,49.6180487310498
"152",152,"wlswar","Cardellina pusilla","Wilson's Warbler","landbird","Passeriformes","Parulidae",9,1,"",6.96,0.52017472050815,7.83599524210507,2,2,2,4,238.211547702984,1.02793254021858,27.3770892929509
"153",153,"woothr","Hylocichla mustelina","Wood Thrush","landbird","Passeriformes","Turdidae",14,1,"",50.09,2.64243799672029,10.6375222552562,2,3,5,3,8929.72466585159,2.04709404634223,53.324145810989
"154",154,"yerwar","Setophaga coronata","Yellow-rumped Warbler","landbird","Passeriformes","Parulidae",8,1,"",11.94,0.811284922185776,8.66767259672109,2,3,2,3,2233.56059288666,1.26190594743642,22.6190594743642
"155",155,"yetwar","Setophaga dominica","Yellow-throated Warbler","landbird","Passeriformes","Parulidae",10,1,"",9.69,0.683121644857008,6.04990080708944,1,1,3,5,1558.25832945605,1.1827204175372,32.740806263058
"156",156,"amebit","Botaurus lentiginosus","American Bittern","waterbird","Pelecaniformes","Ardeidae",12,3,"",706,23.3479933215522,8.12551373395527,4,2,4,4,3955.27421215344,1.46379303216757,107.131032772022
"157",157,"amwpel","Pelecanus erythrorhynchos","American White Pelican","waterbird","Pelecaniformes","Pelecanidae",10,4,"",5608.48,128.656624639924,9.3790351590453,5,3,3,3,9.67365691018635,1.00113432708578,100.022686541716
"158",158,"bcnher","Nycticorax nycticorax","Black-crowned Night Heron","waterbird","Pelecaniformes","Ardeidae",10,3,"",810,26.145457956965,12.2576929415593,4,4,3,2,337.266636711876,1.03954767930095,60.5932151895142
"159",159,"brnpel","Pelecanus occidentalis","Brown Pelican","waterbird","Pelecaniformes","Pelecanidae",11,4,"",3427.84,85.7724357314917,9.72495254267252,5,3,4,3,89.0205090760508,1.01043849038396,110.229646788447
"160",160,"gloibi","Plegadis falcinellus","Glossy Ibis","waterbird","Pelecaniformes","Threskiornithidae",8,3,"",626.61,21.1634382711624,5.69547228539564,4,1,2,5,2792.0663879111,1.3273959949688,77.8931279094385
"161",161,"grbher3","Ardea herodias","Great Blue Heron","waterbird","Pelecaniformes","Ardeidae",8,3,"",2523.41,66.6492712600344,9.97347815353648,4,3,2,3,2322.74822573564,1.27236403465166,59.8130964851232
"162",162,"greegr","Ardea alba","Great Egret","waterbird","Pelecaniformes","Ardeidae",6,3,"",871.33,27.765099908228,6.04056068473195,3,1,1,5,223.757104344465,1.02623762104131,48.3148514524957
"163",163,"grnher","Butorides virescens","Green Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"",201.5,8.3143794246338,5.8013129432195,3,1,4,5,2270.96289628455,1.26629171863015,102.391001247124
"164",164,"libher","Egretta caerulea","Little Blue Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"",338.61,12.7487298778885,5.21845201973692,3,1,4,5,132.478775114541,1.01553438004865,96.3728251211676
"165",165,"rosspo1","Platalea ajaja","Roseate Spoonbill","waterbird","Pelecaniformes","Threskiornithidae",9,3,"",1490,43.189434257709,6.72765414863592,4,2,3,4,0.876170566159329,1.00010273922408,72.0018493060334
"166",166,"triher","Egretta tricolor","Tricolored Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"",372.3,13.7844528507806,5.83770421181828,3,1,4,5,81.5937770063629,1.00956763632911,96.2296232718986
"167",167,"whfibi","Plegadis chihi","White-faced Ibis","waterbird","Pelecaniformes","Threskiornithidae",7,3,"",616.89,20.8927209142772,6.02490275392739,4,1,1,5,0.045719340504931,1.00000536102187,63.0000844360945
"168",168,"whiibi","Eudocimus albus","White Ibis","waterbird","Pelecaniformes","Threskiornithidae",9,3,"",889.66,28.245211043077,6.02490275392739,4,1,3,5,61.5469502329587,1.00721695769702,81.1461433933646
"169",169,"dowwoo","Dryobates pubescens","Downy Woodpecker","landbird","Piciformes","Picidae",8,1,"",25.55,1.51791160221956,6.01703058642428,2,1,2,5,2483.97131496677,1.29126895537249,32.0777653752149
"170",170,"norfli","Colaptes auratus","Northern Flicker","landbird","Piciformes","Picidae",10,1,"",131.46,5.84905951153388,7.11634998015758,3,2,3,4,1693.88531313001,1.19862395459377,38.475919205391
"171",171,"rebwoo","Melanerpes carolinus","Red-bellied Woodpecker","landbird","Piciformes","Picidae",7,1,"",69.5,3.46046292816149,8.13361907178522,3,2,1,4,1911.9704986884,1.22419648991134,27.2464070014139
"172",172,"yebsap","Sphyrapicus varius","Yellow-bellied Sapsucker","landbird","Piciformes","Picidae",7,1,"",50.3,2.65155759674416,5.86161437766862,2,1,1,5,5684.88883246373,1.66660658344302,32.665930647177
"173",173,"horgre","Podiceps auritus","Horned Grebe","waterbird","Podicipediformes","Podicipedidae",13,5,"",453,16.2015257889103,6.34033535458509,5,1,5,5,2996.02108480374,1.35131159783801,206.417626929735
"174",174,"pibgre","Podilymbus podiceps","Pied-billed Grebe","waterbird","Podicipediformes","Podicipedidae",8,5,"",411.93,14.9818749847865,5.90363980656791,5,1,2,5,1111.02970086778,1.13027866240231,122.605573248046
"175",175,"rengre","Podiceps grisegena","Red-necked Grebe","waterbird","Podicipediformes","Podicipedidae",9,5,"",1023,31.6877455032652,6.19991022480679,5,1,3,5,218.799663698326,1.02565631458676,135.577267078202
"176",176,"wesgre","Aechmophorus occidentalis","Western Grebe","waterbird","Podicipediformes","Podicipedidae",12,5,"",1136.95,34.5670035600107,7.3634941286965,5,2,4,4,0,0,135
"177",177,"brdowl","Strix varia","Barred Owl","landbird","Strigiformes","Strigidae",7,1,"",711.49,23.4974045176237,11.1461142865064,3,4,1,2,2560.77022089057,1.30027434805452,20.1274005454771
"178",178,"brnowl","Tyto alba","Barn Owl","landbird","Strigiformes","Tytonidae",8,1,"",403.32,14.7235204728427,19.71336550486,3,5,2,1,1.95824571779761,1.00022962269377,16.0018369815501
"179",179,"easowl1","Megascops asio","Eastern Screech-Owl","landbird","Strigiformes","Strigidae",9,1,"",179.99,7.57628693237343,6.44667683068519,4,1,3,5,8413.35267017921,1.9865445823219,60.4775277920185
"180",180,"grhowl","Bubo virginianus","Great Horned Owl","landbird","Strigiformes","Strigidae",8,1,"",1575.7,45.2249462487669,5.94483857663598,4,1,2,5,748.72746053017,1.08779532355036,37.5803158239065
"181",181,"loeowl","Asio otus","Long-eared Owl","landbird","Strigiformes","Strigidae",10,1,"",296.57,11.4302561041937,7.16887987222054,2,2,3,4,1077.6534643329,1.12636498534364,31.8954747801546
"182",182,"nswowl","Aegolius acadicus","Northern Saw-whet Owl","landbird","Strigiformes","Strigidae",8,1,"",100.69,4.69589993717738,7.74382237182593,3,2,2,4,13779.2272986703,2.61574375555038,50.6204125777054
"183",183,"sheowl","Asio flammeus","Short-eared Owl","landbird","Strigiformes","Strigidae",12,1,"",322.61,12.2505435048648,7.84422449393377,3,2,4,4,747.26996486736,1.08762441850141,43.8401127885297
"184",184,"snoowl1","Bubo scandiacus","Snowy Owl","landbird","Strigiformes","Strigidae",13,1,"",2028.76,55.6881733879561,8.64446876757899,4,3,5,3,108.119583509237,1.01267803615698,45.7884253225712
"185",185,"anhing","Anhinga anhinga","Anhinga","waterbird","Suliformes","Anhingidae",8,3,"",1235,37.003808912079,10.7547197434919,5,3,2,3,6.95962504545877,1.00081608137121,64.0130573019394
"186",186,"doccor","Nannopterum auritum","Double-crested Cormorant","waterbird","Suliformes","Phalacrocoracidae",8,3,"",1806.49,50.6130652207433,7.18806292054423,5,2,2,4,3947.40642184649,1.46287045989389,80.33166827809
"187",187,"grecor","Phalacrocorax carbo","Great Cormorant","waterbird","Suliformes","Phalacrocoracidae",10,3,"",2528.97,66.7701809660338,8.65467741052655,5,3,3,3,809.551337257248,1.09492749409084,81.8985498818168
"188",188,"amewig","Mareca americana","American Wigeon","waterfowl","Anseriformes","Anatidae",10,4,"",754.61,24.6639931077488,6.56068571395832,5,1,3,5,544.303542479312,1.06382470009547,126.595617502387
"189",189,"bargol","Bucephala islandica","Barrow's Goldeneye","waterfowl","Anseriformes","Anatidae",13,5,"""Prefers open water without emergent or dense submerged vegetation.""",921.21,29.0675305422501,10.2768483372431,5,3,5,3,6.95900901038022,1.00081600913532,156.021216237518
"190",190,"bbwduc","Dendrocygna autumnalis","Black-bellied Whistling-Duck","waterfowl","Anseriformes","Anatidae",8,4,"",755.3,24.6825633710798,9.50701614088028,5,3,2,3,0.969915858726438,1.00011373173968,80.0018197078349
"191",191,"blksco2","Melanitta americana","Black Scoter","waterfowl","Anseriformes","Anatidae",13,5,"""Feeds in open water; usually avoids dense aquatic vegetation which is rare in its breeding areas.""",1049.98,32.3743698076666,6.38080023746333,5,1,5,5,2824.22630397167,1.33116704703345,205.762929028587
"192",192,"cacgoo1","Branta hutchinsii","Cackling Goose","waterfowl","Anseriformes","Anatidae",10,4,"",2811.68,72.8587655879555,14.4655916584014,5,5,3,1,12.8291553921388,1.00150433890555,75.0225650835833
"193",193,"canvas","Aythya valisineria","Canvasback","waterfowl","Anseriformes","Anatidae",10,4,"",1202,36.1876206298881,8.24412670675127,5,2,3,4,3821.83966084185,1.4481465783873,122.583298013714
"194",194,"cintea","Spatula cyanoptera","Cinnamon Teal","waterfowl","Anseriformes","Anatidae",12,4,"",377.45,13.941286504549,5.30815039530945,5,1,4,5,0,0,120
"195",195,"fuwduc","Dendrocygna bicolor","Fulvous Whistling-Duck","waterfowl","Anseriformes","Anatidae",9,4,"",756.37,24.7113548156775,5.81003591791667,5,1,3,5,0,0,90
"196",196,"hoomer","Lophodytes cucullatus","Hooded Merganser","waterfowl","Anseriformes","Anatidae",8,5,"",613.77,20.8056648113409,6.98001477904956,5,2,2,4,15067.8933147521,2.7668519435019,139.803334983034
"197",197,"motduc","Anas fulvigula","Mottled Duck","waterfowl","Anseriformes","Anatidae",17,4,"",843.42,27.0306179016566,8.16848177573457,5,2,5,4,2.28923142530952,1.00026843387516,191.260267595725
"198",198,"redhea","Aythya americana","Redhead","waterfowl","Anseriformes","Anatidae",8,4,"",1075.69,33.025780627843,8.37431306958188,5,3,2,3,2485.91735769732,1.29149714715145,84.6639543544232
"199",199,"rosgoo","Anser rossii","Ross's Goose","waterfowl","Anseriformes","Anatidae",12,4,"",1635.99,46.6451990651683,10.0774787335599,5,3,4,3,11.4247562514942,1.00133965992228,120.032151838135
"200",200,"snogoo","Anser caerulescens","Snow Goose","waterfowl","Anseriformes","Anatidae",10,4,"",2636.15,69.0919281369719,8.13361907178522,5,2,3,4,1822.87144966097,1.21374878998077,117.309347774567
"201",201,"sursco","Melanitta perspicillata","Surf Scoter","waterfowl","Anseriformes","Anatidae",11,4,"",1096.33,33.546745316168,6.42055451255225,5,1,4,5,1106.10926943803,1.1297016956258,141.06679662971
"202",202,"truswa","Cygnus buccinator","Trumpeter Swan","waterfowl","Anseriformes","Anatidae",11,4,"",11071.13,225.24231397999,8.03201852340158,5,2,4,4,148.925831392893,1.01746295179676,124.18220805697
"203",203,"whwsco2","Melanitta deglandi","White-winged Scoter","waterfowl","Anseriformes","Anatidae",12,4,"",1800.17,50.4672034180343,6.7161108286663,5,2,4,4,3497.16396842203,1.41007530550418,146.072033248613
"204",204,"bkbcuc","Coccyzus erythropthalmus","Black-billed Cuckoo","landbird","Cuculiformes","Cuculidae",12,1,"",50.9,2.67757669320179,6.10207569673346,2,1,4,5,21953.4111132643,3.57424354431762,96.0591144306701
"205",205,"pacloo","Gavia pacifica","Pacific Loon","waterbird","Gaviiformes","Gaviidae",10,5,"",2251.1,60.6674281099075,8.24931668977823,5,3,3,3,0.0445302459124141,1.00000522158937,120.000104431787
"206",206,"sancra","Antigone canadensis","Sandhill Crane","waterbird","Gruiformes","Gruidae",8,3,"",4296.22,103.301110258141,7.34557743247428,5,2,2,4,12.5950271741609,1.00147688517408,72.0265839331334
"207",207,"acafly","Empidonax virescens","Acadian Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"",12.6,0.848038299053881,7.76926708382865,1,2,3,4,2230.49475704502,1.26154644940295,28.2693306175368
"208",208,"aldfly","Empidonax alnorum","Alder Flycatcher","landbird","Passeriformes","Tyrannidae",8,1,"",12.7,0.853576959604265,6.14857501682379,1,1,2,5,3845.16015552117,1.45088112531346,29.4105735037616
"209",209,"belvir","Vireo bellii","Bell's Vireo","landbird","Passeriformes","Vireonidae",10,1,"",8.5,0.613249140000994,6.65635185529436,2,1,3,5,0,0,17.5
"210",210,"blugrb1","Passerina caerulea","Blue Grosbeak","landbird","Passeriformes","Cardinalidae",7,1,"",27.39,1.60737453799603,6.57301371931635,2,1,1,5,592.334132064234,1.06945673761942,25.3508450358379
"211",211,"bnhnut","Sitta pusilla","Brown-headed Nuthatch","landbird","Passeriformes","Sittidae",13,1,"",10.2,0.712594783904459,7.86950771558461,2,2,5,4,369.356251878217,1.04331048792579,39.8445545145528
"212",212,"brncre","Certhia americana","Brown Creeper","landbird","Passeriformes","Certhiidae",8,1,"",8.1,0.589383390433892,6.01860734269289,1,1,2,5,3044.14369559851,1.35695442571268,28.2834531085522
"213",213,"carwre","Thryothorus ludovicianus","Carolina Wren","landbird","Passeriformes","Troglodytidae",7,1,"",18.96,1.18729884172231,6.87287898639474,2,2,1,4,2179.57148684441,1.25557521792128,23.6835397881735
"214",214,"dickci","Spiza americana","Dickcissel","landbird","Passeriformes","Cardinalidae",10,1,"",26.18,1.54866706478032,9.24922187490086,2,3,3,3,45.3698831463691,1.00532004471621,25.0665005589527
"215",215,"easkin","Tyrannus tyrannus","Eastern Kingbird","landbird","Passeriformes","Tyrannidae",11,2,"",39.85,2.18883305519849,7.20710275328945,1,2,4,4,1398.98431159721,1.16404404373199,43.5056056013149
"216",216,"eawpew","Contopus virens","Eastern Wood-Pewee","landbird","Passeriformes","Tyrannidae",9,1,"",13.9,0.919460285603973,5.70282458101409,1,1,3,5,2763.95170904967,1.32409928494109,31.3753403467047
"217",217,"grcfly","Myiarchus crinitus","Great Crested Flycatcher","landbird","Passeriformes","Tyrannidae",8,1,"",32.1,1.83175288251093,6.1411420375907,1,1,2,5,2635.04098755601,1.30898329267519,27.7077995121022
"218",218,"horlar","Eremophila alpestris","Horned Lark","landbird","Passeriformes","Alaudidae",9,1,"",33.33,1.88936061024788,6.2768382726437,2,1,3,5,310.511363797148,1.03641037238214,32.0734633650186
"219",219,"leafly","Empidonax minimus","Least Flycatcher","landbird","Passeriformes","Tyrannidae",11,1,"",10,0.701068420207434,5.69363002545174,1,1,4,5,2127.09013762356,1.24942128704777,37.1154512362882
"220",220,"marwre","Cistothorus palustris","Marsh Wren","landbird","Passeriformes","Troglodytidae",7,2,"",10.8,0.746938490925969,8.79902944641275,2,3,1,3,1501.07635264186,1.17601529395044,27.7901338220664
"221",221,"norcar","Cardinalis cardinalis","Northern Cardinal","landbird","Passeriformes","Cardinalidae",6,1,"",42.64,2.31427172481778,9.10081924164898,2,3,1,3,1441.9736116469,1.169084942732,16.26813707049
"222",222,"olsfly","Contopus cooperi","Olive-sided Flycatcher","landbird","Passeriformes","Tyrannidae",13,1,"",32.1,1.83175288251093,5.64701740629708,1,1,5,5,279.289516749235,1.0327493177155,39.6386116954523
"223",223,"phivir","Vireo philadelphicus","Philadelphia Vireo","landbird","Passeriformes","Vireonidae",9,1,"",11.5,0.78658385203042,9.9237776077781,2,3,3,3,3151.17432776592,1.36950477210212,26.6569286861488
"224",224,"rebnut","Sitta canadensis","Red-breasted Nuthatch","landbird","Passeriformes","Sittidae",7,1,"",9.8,0.689501293395025,6.84013152869038,2,2,1,4,1245.56437505292,1.14605411591708,22.5335682171293
"225",225,"scatan","Piranga olivacea","Scarlet Tanager","landbird","Passeriformes","Cardinalidae",12,1,"",28.2,1.64641826823033,6.77214800032371,2,2,4,4,7877.20978254499,1.92367679561652,52.6261823210974
"226",226,"sedwre1","Cistothorus stellaris","Sedge Wren","landbird","Passeriformes","Troglodytidae",9,1,"",9.04,0.645156597898029,8.16848177573457,2,2,3,4,23.9249868018794,1.0028054293023,27.0378732955811
"227",227,"sumtan","Piranga rubra","Summer Tanager","landbird","Passeriformes","Cardinalidae",8,1,"",29.13,1.69100313637401,7.16309664942319,2,2,2,4,521.484679174926,1.06114897415716,24.733787689886
"228",228,"warvir","Vireo gilvus","Warbling Vireo","landbird","Passeriformes","Vireonidae",8,1,"",12.67,0.851916172367224,5.88693101563239,2,1,2,5,1532.2109170283,1.17966611390564,30.515325594679
"229",229,"whbnut","Sitta carolinensis","White-breasted Nuthatch","landbird","Passeriformes","Sittidae",6,1,"",21,1.29153960915151,7.10057371261168,2,2,1,4,2928.06857898715,1.34334352861559,21.0900917575403
"230",230,"whevir","Vireo griseus","White-eyed Vireo","landbird","Passeriformes","Vireonidae",7,1,"",11.4,0.780946896017872,6.0653779563597,2,1,1,5,819.34579787151,1.09607598654499,25.6769308351761
"231",231,"wilfly","Empidonax traillii","Willow Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"",13.39,0.891587776792001,6.24297759443162,1,1,3,5,3483.85556438689,1.40851477019621,36.1277215529431
"232",232,"winwre3","Troglodytes hiemalis","Winter Wren","landbird","Passeriformes","Troglodytidae",12,1,"",9.74,0.686023061079328,9.46768164638624,2,3,4,3,9509.87284505609,2.11512186659119,46.7268279988679
"233",233,"yebfly","Empidonax flaviventris","Yellow-bellied Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"",11.8,0.803443198751618,6.40738023382252,1,1,3,5,1724.39200338582,1.20220115041288,33.0330172561932
"234",234,"yetvir","Vireo flavifrons","Yellow-throated Vireo","landbird","Passeriformes","Vireonidae",10,1,"",18,1.13756730999887,6.28382815039792,2,1,3,5,3037.55563320295,1.35618191355027,41.2331834871298
"235",235,"clagre","Aechmophorus clarkii","Clark's Grebe","waterbird","Podicipediformes","Podicipedidae",11,5,"",1090.93,33.4106149139689,5.6089308375772,5,1,4,5,0,0,137.5
"236",236,"leagre","Tachybaptus dominicus","Least Grebe","waterbird","Podicipediformes","Podicipedidae",8,5,"",132.59,5.89043142054248,6.60961195121695,5,1,2,5,0,0,100
"237",237,"neocor","Nannopterum brasilianum","Neotropic Cormorant","waterbird","Suliformes","Phalacrocoracidae",6,3,"",1239.29,37.1096287181517,7.51104703829584,5,2,1,4,0,0,40.5
"238",238,"baleag","Haliaeetus leucocephalus","Bald Eagle","landbird","Accipitriformes","Accipitridae",9,3,"",4700.58,111.243573649124,9.35092819125451,3.6,3,3,3,867.682292367825,1.10174389429154,60.9108968302293
"239",239,"miskit","Ictinia mississippiensis","Mississippi Kite","landbird","Accipitriformes","Accipitridae",9,1,"",276.03,10.7742419622309,5.98684844440077,3.6,1,3,5,82.6701279868345,1.00969384858599,38.8875759701389
"240",240,"swtkit","Elanoides forficatus","Swallow-tailed Kite","landbird","Accipitriformes","Accipitridae",10,1,"",416.24,15.1108434795203,8.55453630640845,3.6,3,3,3,0.560148403640695,1.00006568265881,33.0010837638704
"241",241,"easwpw1","Antrostomus vociferus","Eastern Whip-poor-will","landbird","Caprimulgiformes","Caprimulgidae",14,1,"",53.3,2.78111959854873,6.8136117380926,1.75,2,5,4,10367.5706647722,2.21569498773343,64.7158616281352
"242",242,"ameavo","Recurvirostra americana","American Avocet","shorebird","Charadriiformes","Recurvirostridae",11,3,"",304.48,11.6807259937342,9.21096890533718,3.5,3,4,3,47.1175109614634,1.00552497048368,71.5987588473958
"243",243,"amgplo","Pluvialis dominica","American Golden-Plover","shorebird","Charadriiformes","Charadriidae",15,3,"",151.47,6.5729210089131,8.76424974524023,3.22222222222222,3,5,3,478.219584608039,1.05607573566095,94.6417671654221
"244",244,"baisan","Calidris bairdii","Baird's Sandpiper","shorebird","Charadriiformes","Scolopacidae",13,3,"",40.97,2.23936880409017,5.30815039530945,3.53571428571429,1,5,5,3.62510533355037,1.00042507763164,110.976077823228
"245",245,"bongul","Chroicocephalus philadelphia","Bonaparte's Gull","waterbird","Charadriiformes","Laridae",10,3,"",210.71,8.62609105613085,9.60423961300555,3.11428571428571,3,3,3,3317.47180110116,1.38900471199578,67.0890720262212
"246",246,"bubsan","Calidris subruficollis","Buff-breasted Sandpiper","shorebird","Charadriiformes","Scolopacidae",15,3,"",62.1,3.15406534929619,7.21373332341477,3.53571428571429,2,5,4,77.2254428545485,1.00905540814135,113.291610417566
"247",247,"glagul","Larus hyperboreus","Glaucous Gull","waterbird","Charadriiformes","Laridae",13,3,"",1529.04,44.1191903898796,7.89603097944496,3.11428571428571,2,5,4,30.490088124633,1.00357524906337,92.5683791515581
"248",248,"hudgod","Limosa haemastica","Hudsonian Godwit","shorebird","Charadriiformes","Scolopacidae",17,3,"",253.29,10.0378040451043,5.86161437766862,3.53571428571429,1,5,5,27.0267066526256,1.00316913507271,145.222108891075
"249",249,"leasan","Calidris minutilla","Least Sandpiper","shorebird","Charadriiformes","Scolopacidae",11,3,"",22.88,1.38602844280489,8.7751601749458,3.53571428571429,3,4,3,1316.76612034475,1.15440318897074,74.6679787446259
"250",250,"lesyel","Tringa flavipes","Lesser Yellowlegs","shorebird","Charadriiformes","Scolopacidae",13,3,"",77.5,3.78529409848396,7.39102454089929,3.53571428571429,2,5,4,396.86988059779,1.04653671918191,99.1040198278212
"251",251,"lobcur","Numenius americanus","Long-billed Curlew","shorebird","Charadriiformes","Scolopacidae",12,3,"",583.86,19.967063084749,7.96341122879631,3.53571428571429,2,4,4,0,0,67.8214285714286
"252",252,"lobdow","Limnodromus scolopaceus","Long-billed Dowitcher","shorebird","Charadriiformes","Scolopacidae",14,3,"",104.4,4.83792832860643,6.81805192482011,3.53571428571429,2,5,4,5.32512807957109,1.00062442125785,105.516469110676
"253",253,"margod","Limosa fedoa","Marbled Godwit","shorebird","Charadriiformes","Scolopacidae",15,3,"",357.02,13.3168480151251,8.045960816684,3.53571428571429,2,5,4,43.0992088092661,1.00505378683386,113.178528886868
"254",254,"pipplo","Charadrius melodus","Piping Plover","shorebird","Charadriiformes","Charadriidae",16,3,"",54.39,2.8278719925792,7.11044543731512,3.22222222222222,2,5,4,7047.90419206156,1.82643292988858,139.430284641226
"255",255,"pursan","Calidris maritima","Purple Sandpiper","shorebird","Charadriiformes","Scolopacidae",12,3,"",65.1,3.27901710223777,5.83770421181828,3.53571428571429,1,5,5,1723.69971541668,1.20211997314953,107.604286455293
"256",256,"ribgul","Larus delawarensis","Ring-billed Gull","waterbird","Charadriiformes","Laridae",8,3,"",516.31,18.0443327593111,7.32753671202485,3.11428571428571,2,2,4,5719.74785263736,1.67069413080321,66.4573050611428
"257",257,"rocsan","Calidris ptilocnemis","Rock Sandpiper","shorebird","Charadriiformes","Scolopacidae",15,3,"",81.32,3.93828546579458,7.3634941286965,3.53571428571429,2,5,4,0,0,84.7767857142858
"258",258,"sabgul","Xema sabini","Sabine's Gull","waterbird","Charadriiformes","Laridae",12,3,"",198,8.19526734981109,8.15512272452514,3.11428571428571,2,5,4,17.6674901450132,1.002071679076,85.4156441219934
"259",259,"semsan","Calidris pusilla","Semipalmated Sandpiper","shorebird","Charadriiformes","Scolopacidae",14,3,"",27.5,1.61268860714008,7.70481484523542,3.53571428571429,2,5,4,2201.1408063541,1.25810442311936,112.307504159773
