"","X","species_code","scientific_name","common_name.x","group","order","family","CCS.max","habitat_score","habitat_comment","bodymass","predicted_defecation_rate","est_axial_length","wingloading_quantile","axiallength_quantile","CCS_quantile","vis_acuity_risk","exposure","exposure_scaled","VI"
"33",33,"rthhum","Archilochus colubris","Ruby-throated Hummingbird","landbird","Apodiformes","Trochilidae",8,1,"",3.09,0.266527257520165,11.5761124462253,2,4,1,2,2655.61585988912,1.31139588960627,18.4911671168501
"34",34,"chwwid","Antrostomus carolinensis","Chuck-will's-widow","landbird","Caprimulgiformes","Caprimulgidae",12,1,"",109,5.0127988196823,11.7625511064425,2,4,4,2,9240.395792673,2.08352315243876,37.0022778292651
"35",35,"comnig","Chordeiles minor","Common Nighthawk","landbird","Caprimulgiformes","Caprimulgidae",11,1,"",79.3,3.85754621000381,11.6638491621312,2,4,4,2,3974.41236778462,1.46603716057793,27.1264087663572
"36",36,"blkvul","Coragyps atratus","Black Vulture","landbird","Cathartiformes","Cathartidae",5,1,"",1881.69,52.3418274511597,11.6638491621312,4,4,1,2,126.617158311331,1.01484705045157,15.1113528783868
"37",37,"turvul","Cathartes aura","Turkey Vulture","landbird","Cathartiformes","Cathartidae",6,1,"",1518.24,43.8624069613581,22.6776156718872,4,5,1,1,557.800301747848,1.06540732182277,15.4905549136708
"38",38,"bkbplo","Pluvialis squatarola","Black-bellied Plover","shorebird","Charadriiformes","Charadriidae",13,3,"",250,9.93031113219326,12.0151731226382,4,4,5,2,2805.46162768994,1.32896671258291,84.4148508953667
"39",39,"blkter","Chlidonias niger","Black Tern","waterbird","Charadriiformes","Laridae",12,3,"",65.3,3.2873106096805,10.7267340005716,1,3,4,3,89.2160133745058,1.01046141509828,48.1255369811794
"40",40,"calgul","Larus californicus","California Gull","waterbird","Charadriiformes","Laridae",12,3,"",683.39,22.7304748719344,12.2439678128045,4,4,4,2,0,0,54
"41",41,"caster1","Hydroprogne caspia","Caspian Tern","waterbird","Charadriiformes","Laridae",9,3,"",655,21.9499546012078,12.4310587774538,4,4,2,2,2615.75060163712,1.3067213138345,58.1407377367657
"42",42,"dunlin","Calidris alpina","Dunlin","shorebird","Charadriiformes","Scolopacidae",12,3,"",51.89,2.72039032288708,11.1270589675225,3,4,4,2,2300.54105234408,1.26976003509797,64.0464005264696
"43",43,"forter","Sterna forsteri","Forster's Tern","waterbird","Charadriiformes","Laridae",13,3,"",149,6.48452747902865,13.8737995306566,2,4,5,2,2869.27596072346,1.33644954219872,56.3738440485834
"44",44,"fragul","Leucophaeus pipixcan","Franklin's Gull","waterbird","Charadriiformes","Laridae",11,3,"",280,10.9016907246809,10.7064561053183,3,3,4,3,0,0,49.5
"45",45,"gbbgul","Larus marinus","Great Black-backed Gull","waterbird","Charadriiformes","Laridae",15,3,"",1649.71,46.9671006401391,15.7200864088875,4,5,5,1,2941.58990150315,1.34492903061425,81.4674193240172
"46",46,"greyel","Tringa melanoleuca","Greater Yellowlegs","shorebird","Charadriiformes","Scolopacidae",14,3,"",161.74,6.93778080670472,12.4930866002393,4,4,5,2,860.110899185497,1.1008560773632,86.1179776246272
"47",47,"hergul","Larus argentatus","Herring Gull","waterbird","Charadriiformes","Laridae",12,3,"",1090.99,33.4121281263906,22.8910899552608,4,5,4,1,9284.91099215604,2.08874297747196,76.3311446620795
"48",48,"killde","Charadrius vociferus","Killdeer","shorebird","Charadriiformes","Charadriidae",10,3,"",96.44,4.53205741779544,19.8126561454996,3,5,3,1,1164.18028117761,1.13651106690352,41.3651106690352
"49",49,"laugul","Leucophaeus atricilla","Laughing Gull","waterbird","Charadriiformes","Laridae",11,3,"",307.41,11.7732116260077,14.225652362712,3,5,4,1,5945.46299816176,1.69716135055431,51.6687748560974
"50",50,"lbbgul","Larus fuscus","Lesser Black-backed Gull","waterbird","Charadriiformes","Laridae",7,3,"",762.36,24.872400675288,10.9278630568589,4,4,1,2,1383.93240266211,1.16227906610706,43.7039301941242
"51",51,"pecsan","Calidris melanotos","Pectoral Sandpiper","shorebird","Charadriiformes","Scolopacidae",14,3,"",79.73,3.87476339490386,8.20031530361567,4,2,5,4,157.299558486523,1.01844484990824,112.516455797431
"52",52,"redkno","Calidris canutus","Red Knot","shorebird","Charadriiformes","Scolopacidae",13,3,"",141.87,6.22789588668232,4.81503614892359,4,1,5,5,3036.70506052824,1.35608217591927,127.415403645639
"53",53,"royter1","Thalasseus maximus","Royal Tern","waterbird","Charadriiformes","Laridae",11,3,"",415.31,15.083035033951,13.1289735293259,4,4,4,2,435.424945087814,1.05105766243543,66.8424514301845
"54",54,"rudtur","Arenaria interpres","Ruddy Turnstone","shorebird","Charadriiformes","Scolopacidae",14,3,"",135.98,6.01417648602951,12.0795482773555,4,4,5,2,2811.71613503394,1.32970011228422,90.9237023579686
"55",55,"sander","Calidris alba","Sanderling","shorebird","Charadriiformes","Scolopacidae",13,3,"",51.71,2.7126168276258,10.8858849801019,3,4,5,2,2756.46637546314,1.32322155930826,70.2523503387593
"56",56,"santer1","Thalasseus sandvicensis","Sandwich Tern","waterbird","Charadriiformes","Laridae",10,3,"",199.83,8.2575918923194,18.0381590173072,3,5,3,1,28.3081276605129,1.00331939371544,40.0331939371544
"57",57,"shbdow","Limnodromus griseus","Short-billed Dowitcher","shorebird","Charadriiformes","Scolopacidae",15,3,"",110.53,5.07067142163686,17.0522881174367,4,5,5,1,3804.78201328638,1.44614640907993,83.3652451702487
"58",58,"solsan","Tringa solitaria","Solitary Sandpiper","shorebird","Charadriiformes","Scolopacidae",10,3,"",48.4,2.5687982610757,13.0536117642482,3,4,3,2,3367.54940294519,1.39487678092379,54.9359597615474
"59",59,"sposan","Actitis macularius","Spotted Sandpiper","shorebird","Charadriiformes","Scolopacidae",12,3,"",40.4,2.21368061366582,10.8722437996899,3,4,4,2,1648.31916159705,1.19328089556673,62.8992134335009
"60",60,"wesgul","Larus occidentalis","Western Gull","waterbird","Charadriiformes","Laridae",15,3,"",922.78,29.1083199159207,7.7197959103693,4,2,5,4,0,0,90
"61",61,"willet1","Tringa semipalmata","Willet","shorebird","Charadriiformes","Scolopacidae",14,3,"",245.7,9.7894414046493,12.3967700902385,3,4,5,2,742.337168247738,1.08704600179032,71.5233050313306
"62",62,"y00478","Larus glaucoides","Iceland Gull","waterbird","Charadriiformes","Laridae",11,3,"",693.31,23.0018444612884,8.72214724535827,4,3,4,3,43.7948257857677,1.00513535445457,77.0988555732505
"63",63,"woosto","Mycteria americana","Wood Stork","waterbird","Ciconiiformes","Ciconiidae",10,3,"",2554.47,67.3241138182825,11.8539316959533,4,4,3,2,0.102999474144797,1.00001207765527,60.000181164829
"64",64,"eucdov","Streptopelia decaocto","Eurasian Collared-Dove","landbird","Columbiformes","Columbidae",5,1,"",148.96,6.48309388719276,8.60812769963641,3,3,1,3,0.29384310666627,1.00003445586276,15.0002584189707
"65",65,"moudov","Zenaida macroura","Mourning Dove","landbird","Columbiformes","Columbidae",7,1,"",118.93,5.38594614652155,16.1317166088213,3,5,1,1,1274.71539718966,1.14947234692267,15.0463064284587
"66",66,"rocpig","Columba livia","Rock Pigeon","landbird","Columbiformes","Columbidae",7,1,"",354.2,13.2301668492119,15.9534557560723,4,5,1,1,1758.49502020308,1.20620004928243,19.3042504312212
"67",67,"belkin1","Megaceryle alcyon","Belted Kingfisher","landbird","Coraciiformes","Alcedinidae",10,3,"",148,6.44866724936404,8.21258179165146,3,2,3,4,3608.69341743171,1.42315318040176,77.4051806570308
"68",68,"yebcuc","Coccyzus americanus","Yellow-billed Cuckoo","landbird","Cuculiformes","Cuculidae",11,1,"",64,3.23332196344332,10.825531809167,2,3,4,3,2404.15640508643,1.28190990791332,31.3762612338082
"69",69,"amekes","Falco sparverius","American Kestrel","landbird","Falconiformes","Falconidae",10,1,"",114.61,5.22431404472989,12.7702070031802,3,4,3,2,434.038787972404,1.05089512250086,25.6361890312608
"70",70,"merlin","Falco columbarius","Merlin","landbird","Falconiformes","Falconidae",8,1,"",188.5,7.87006392011577,20.3195285418529,3,5,1,1,2205.68239013995,1.25863696645312,18.0690957316249
"71",71,"perfal","Falco peregrinus","Peregrine Falcon","landbird","Falconiformes","Falconidae",9,1,"",759.95,24.8076328804507,19.919315648721,4,5,2,1,1194.54945788916,1.14007213796863,24.0758115521471
"72",72,"norbob","Colinus virginianus","Northern Bobwhite","landbird","Galliformes","Odontophoridae",12,1,"",171.89,7.29437809538654,11.0606451060959,5,4,4,2,157.754455604845,1.01849819086578,42.3884620081814
"73",73,"rinphe1","Phasianus colchicus","Ring-necked Pheasant","landbird","Galliformes","Phasianidae",8,1,"",1120.31,34.1498454641867,18.2340352259442,5,5,1,1,4.66173127968603,1.00054663175532,24.0065595810638
"74",74,"rufgro","Bonasa umbellus","Ruffed Grouse","landbird","Galliformes","Phasianidae",8,1,"",530.91,18.4634862083116,12.4392882286969,5,4,1,2,549.570436448949,1.06444229285725,28.9021921000015
"75",75,"wiltur","Meleagris gallopavo","Wild Turkey","landbird","Galliformes","Phasianidae",7,1,"",5791.37,132.101743754081,9.65988211666512,5,3,1,3,2668.72439766698,1.3129329887193,32.3810618420701
"76",76,"comloo","Gavia immer","Common Loon","waterbird","Gaviiformes","Gaviidae",9,5,"",4956.81,116.213683414371,13.0863919351505,5,4,2,2,3848.58819439059,1.45128309505219,101.607708747072
"77",77,"retloo","Gavia stellata","Red-throated Loon","waterbird","Gaviiformes","Gaviidae",9,5,"",1486,43.0939311737395,16.6003720520143,5,5,2,1,6828.31288427005,1.80068378760021,91.8092311326029
"78",78,"kinrai4","Rallus elegans","King Rail","waterbird","Gruiformes","Rallidae",15,3,"",313.31,11.9589755681862,6.62745332421498,4,1,5,5,277.773477571421,1.03257154788983,136.099289741282
"79",79,"limpki","Aramus guarauna","Limpkin","waterbird","Gruiformes","Aramidae",8,3,"",1080,33.1347120192291,9.12230405864557,3,3,1,3,0.181040357760137,1.00002122868149,48.0002547441779
"80",80,"sora","Porzana carolina","Sora","waterbird","Gruiformes","Rallidae",9,3,"",74.8,3.67635679953726,15.4802600453427,4,5,2,1,640.937033609271,1.07515588409338,45.8455036960505
"81",81,"virrai","Rallus limicola","Virginia Rail","waterbird","Gruiformes","Rallidae",10,3,"",84.1,4.04882633479201,9.86261225469015,3,3,3,3,14591.2985265865,2.71096673047688,85.6645009571532
"82",82,"y00475","Fulica americana","American Coot","waterbird","Gruiformes","Rallidae",10,3,"",636.74,21.4447872709345,13.6092969388812,5,4,3,2,152.496004654866,1.01788158812732,70.312927792228
"83",83,"amecro","Corvus brachyrhynchos","American Crow","landbird","Passeriformes","Corvidae",8,1,"",448.76,16.0765440256801,9.19032701972336,4,3,1,3,4208.66632674308,1.4935056363637,34.9090789090918
"84",84,"amegfi","Spinus tristis","American Goldfinch","landbird","Passeriformes","Fringillidae",8,1,"",12.79,0.858555175240691,8.31440929441094,2,3,1,3,3358.8993634115,1.39386248258478,23.9386248258478
"85",85,"amered","Setophaga ruticilla","American Redstart","landbird","Passeriformes","Parulidae",9,1,"",8.24,0.59775956257174,8.71514334532292,1,3,2,3,3928.25666515752,1.46062497115059,22.1456247403553
"86",86,"amerob","Turdus migratorius","American Robin","landbird","Passeriformes","Turdidae",7,1,"",78.5,3.8254702899251,10.6874045028833,3,3,1,3,3256.9375302849,1.38190650046707,25.0100182549043
"87",87,"amtspa","Spizelloides arborea","American Tree Sparrow","landbird","Passeriformes","Passerellidae",12,1,"",17.83,1.12871248748522,14.9897415723019,2,5,4,1,1034.79309655759,1.12133920486317,19.0920528437686
"88",88,"banswa","Riparia riparia","Bank Swallow","landbird","Passeriformes","Hirundinidae",11,2,"""Presently breeds primarily in lowland areas along ocean coasts, rivers, streams, lakes, reservoirs, and wetlands (Cramp 1988, Turner and Rose 1989a, Am. Ornithol. Union American Ornithologists' Union 1998a). """,12.68,0.8524698451529,9.23797484331562,1,3,4,3,1311.61448890015,1.15379911182206,34.6917902300427
"89",89,"barswa","Hirundo rustica","Barn Swallow","landbird","Passeriformes","Hirundinidae",9,2,"",17.91,1.13288131040571,14.1591166615608,1,5,2,1,1167.66280685869,1.13691942573242,14.1161374157959
"90",90,"bawwar","Mniotilta varia","Black-and-white Warbler","landbird","Passeriformes","Parulidae",9,1,"",10.9,0.752629254162325,10.5693802433614,1,3,2,3,4134.48190383342,1.48480681635897,22.3632613472307
"91",91,"bkcchi","Poecile atricapillus","Black-capped Chickadee","landbird","Passeriformes","Paridae",7,1,"",10.8,0.746938490925969,11.662357180721,2,4,1,2,1973.24501643411,1.23138150234172,15.619670516392
"92",92,"bkpwar","Setophaga striata","Blackpoll Warbler","landbird","Passeriformes","Parulidae",11,1,"",11.84,0.805685358573765,8.20511156964005,1,2,4,4,15005.4395250592,2.7595286503651,51.6935189425202
"93",93,"blujay","Cyanocitta cristata","Blue Jay","landbird","Passeriformes","Corvidae",8,1,"",88,4.20282310312945,11.6904894296843,3,4,1,2,2904.7378164097,1.34060777768199,23.4060777768199
"94",94,"bnhcow","Molothrus ater","Brown-headed Cowbird","landbird","Passeriformes","Icteridae",8,1,"",40.26,2.20736147654786,6.95448643419263,3,2,1,4,2304.42034574673,1.27021491866695,31.7830088613372
"95",95,"bohwax","Bombycilla garrulus","Bohemian Waxwing","landbird","Passeriformes","Bombycillidae",11,1,"",54.41,2.82872828039256,10.0110895804892,3,3,4,3,575.799184252031,1.06751785976388,34.114044686104
"96",96,"brebla","Euphagus cyanocephalus","Brewer's Blackbird","landbird","Passeriformes","Icteridae",11,1,"",62.48,3.16995051778766,7.92331240701572,3,2,4,4,0.0268816235127975,1.00000315212271,38.5000606783622
"97",97,"brnthr","Toxostoma rufum","Brown Thrasher","landbird","Passeriformes","Mimidae",11,1,"",68.8,3.43173541766906,8.06419075495745,3,2,4,4,2735.1075812122,1.32071704017312,44.6738030233325
"98",98,"btbwar","Setophaga caerulescens","Black-throated Blue Warbler","landbird","Passeriformes","Parulidae",10,1,"",10.14,0.709141098280572,7.6915233470134,1,2,3,4,9749.1220585507,2.1431760828651,39.2897010358138
"99",99,"btnwar","Setophaga virens","Black-throated Green Warbler","landbird","Passeriformes","Parulidae",11,1,"",8.69,0.624515527100798,8.42636224140141,2,3,4,3,5132.63497808411,1.60184963464237,35.7754324763326
"100",100,"buhvir","Vireo solitarius","Blue-headed Vireo","landbird","Passeriformes","Vireonidae",8,1,"",15.3,0.995070030887489,11.0098134431757,2,4,1,2,7181.26883758893,1.84207118655939,22.7365694924752
"101",101,"camwar","Setophaga tigrina","Cape May Warbler","landbird","Passeriformes","Parulidae",11,1,"",10.04,0.703376923368068,9.95635105372356,1,3,4,3,9280.27923729719,2.0881998607334,33.9701984680674
"102",102,"cedwax","Bombycilla cedrorum","Cedar Waxwing","landbird","Passeriformes","Bombycillidae",8,1,"",31.58,1.80728182348908,17.4517080076723,2,5,1,1,4875.3150445425,1.57167645680107,15.4300587408064
"103",103,"chispa","Spizella passerina","Chipping Sparrow","landbird","Passeriformes","Passerellidae",9,1,"",12.2,0.825805278289198,6.97558893848768,1,2,2,4,1977.37864635845,1.23186620925548,25.1084948541242
"104",104,"chswar","Setophaga pensylvanica","Chestnut-sided Warbler","landbird","Passeriformes","Parulidae",12,1,"",9.29,0.659813764719598,12.3405720809234,2,4,4,2,4976.27275984284,1.58351469667733,31.0021763601279
"105",105,"comgra","Quiscalus quiscula","Common Grackle","landbird","Passeriformes","Icteridae",10,1,"",105.18,4.86767450154358,8.50812476154276,3,3,3,3,20797.5300287561,3.43870563613368,66.5805845420052
"106",106,"comrav","Corvus corax","Common Raven","landbird","Passeriformes","Corvidae",6,1,"",927.97,29.2430716475922,10.0575131800018,4,3,1,3,121.150461915934,1.0142060289797,21.1491633042868
"107",107,"comyel","Geothlypis trichas","Common Yellowthroat","landbird","Passeriformes","Parulidae",9,2,"",9.54,0.674401469588556,16.1927150125803,2,5,2,1,3638.1978247248,1.42661284913439,23.1296367316571
"108",108,"daejun","Junco hyemalis","Dark-eyed Junco","landbird","Passeriformes","Passerellidae",9,1,"",19.5,1.21507663377797,19.8310168586116,2,5,2,1,1567.34252984299,1.183785625312,14.740552970856
"109",109,"easblu","Sialia sialis","Eastern Bluebird","landbird","Passeriformes","Turdidae",7,1,"",27.5,1.61268860714008,9.51800100835202,2,3,1,3,2974.00237979804,1.34872969797184,20.5513848572536
"110",110,"easmea","Sturnella magna","Eastern Meadowlark","landbird","Passeriformes","Icteridae",11,1,"",91.76,4.35015462847668,8.97303234066075,4,3,4,3,977.668896498294,1.11464085614332,40.7068364807589
"111",111,"easpho","Sayornis phoebe","Eastern Phoebe","landbird","Passeriformes","Tyrannidae",9,1,"",19.7,1.22533009578646,11.9415529548318,1,4,2,2,4295.1524028465,1.5036469406892,16.8996168496521
"112",112,"eastow","Pipilo erythrophthalmus","Eastern Towhee","landbird","Passeriformes","Passerellidae",13,1,"",40.03,2.19697160717777,14.1216167524485,3,5,5,1,4439.13391361614,1.52053012447725,32.7668916182043
"113",113,"eursta","Sturnus vulgaris","European Starling","landbird","Passeriformes","Sturnidae",9,1,"",77.14,3.77080831734873,9.7468032112666,3,3,2,3,2480.84409254077,1.29090225918573,30.9271804990073
"114",114,"fiespa","Spizella pusilla","Field Sparrow","landbird","Passeriformes","Passerellidae",13,1,"",12.5,0.842491874421535,10.3492698049173,2,3,5,3,4474.40946946429,1.52466651455558,41.0258308615282
"115",115,"fiscro","Corvus ossifragus","Fish Crow","landbird","Passeriformes","Corvidae",11,1,"",284.6,11.0489663061387,12.8213416666869,3,4,4,2,15580.7801982266,2.82699274539996,52.6211502492494
"116",116,"foxspa","Passerella iliaca","Fox Sparrow","landbird","Passeriformes","Passerellidae",9,1,"",33.25,1.88562531640882,14.6057406819771,3,5,2,1,4830.48490342601,1.56641970190478,23.097777317143
"117",117,"gockin","Regulus satrapa","Golden-crowned Kinglet","landbird","Passeriformes","Regulidae",10,1,"",6.19,0.472299868746161,21.0420077327915,1,5,3,1,2361.55612160958,1.27691462475843,11.3845731237922
"118",118,"graspa","Ammodramus savannarum","Grasshopper Sparrow","landbird","Passeriformes","Passerellidae",12,1,"",17.61,1.11723114198543,8.76346806541466,2,3,4,3,920.646305378055,1.10795442202544,31.6193163303816
"119",119,"grycat","Dumetella carolinensis","Gray Catbird","landbird","Passeriformes","Mimidae",8,1,"",35.3,1.98085381168832,14.3176636536884,2,5,1,1,7301.50393527625,1.85616988049015,17.1370192829409
"120",120,"gycthr","Catharus minimus","Gray-cheeked Thrush","landbird","Passeriformes","Turdidae",9,1,"",31.58,1.80728182348908,11.7744001089534,2,4,2,2,4938.41943436748,1.57907603891097,23.2116843501987
"121",121,"herthr","Catharus guttatus","Hermit Thrush","landbird","Passeriformes","Turdidae",9,1,"",30.1,1.73723880405139,11.4277034035026,3,4,2,2,4172.29219307164,1.48924042772251,28.0039548118782
"122",122,"hoowar","Setophaga citrina","Hooded Warbler","landbird","Passeriformes","Parulidae",10,1,"",10.54,0.73209868873621,22.0146185341565,1,5,3,1,2156.37282265995,1.25285495676435,11.2642747838217
"123",123,"houspa","Passer domesticus","House Sparrow","landbird","Passeriformes","Passeridae",9,1,"",26.51,1.56472480869596,20.525356403696,3,5,2,1,1102.88931613988,1.12932412587375,19.1639171328637
"124",124,"houwre","Troglodytes aedon","House Wren","landbird","Passeriformes","Troglodytidae",5,1,"",10.85,0.749785029719481,16.6922571863243,2,5,1,1,385.303797647475,1.04518048737746,7.66942682766548
"125",125,"indbun","Passerina cyanea","Indigo Bunting","landbird","Passeriformes","Cardinalidae",10,1,"",14.69,0.96228278528553,14.9719223717539,2,5,3,1,1607.44542695704,1.18848806647122,16.4136604985342
"126",126,"laplon","Calcarius lapponicus","Lapland Longspur","landbird","Passeriformes","Calcariidae",10,1,"",27.84,1.62909027757939,10.4232144703663,2,3,3,3,5.72802999802246,1.0006716652901,25.0083958161262
"127",127,"linspa","Melospiza lincolnii","Lincoln's Sparrow","landbird","Passeriformes","Passerellidae",7,1,"",16.6,1.06419014972044,9.8891509958305,3,3,1,3,618.371577452468,1.07250987252203,21.7613536614813
"128",128,"louwat","Parkesia motacilla","Louisiana Waterthrush","landbird","Passeriformes","Parulidae",11,2,"",19.9,1.23556520086336,13.674397132101,2,4,4,2,3827.81186057084,1.44884687487054,37.937315623576
"129",129,"magwar","Setophaga magnolia","Magnolia Warbler","landbird","Passeriformes","Parulidae",9,1,"",8.14,0.591779171306814,9.17227598146481,1,3,2,3,3649.15093031398,1.42789720358882,21.8510748322993
